ano,turno,tipo_eleicao,sigla_uf,id_municipio,id_municipio_tse,cargo,numero_partido,sigla_partido,numero_candidato,sequencial_candidato,id_candidato_bd,resultado,votos
2022,1,eleicao ordinaria,SP,3512308,63479,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
2022,1,eleicao ordinaria,SP,3512407,63495,presidente,16,PSTU,16,280001607831,27173,nao eleito,5
2022,1,eleicao ordinaria,SP,3512506,63517,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3512605,63533,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3512704,63550,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3512803,63576,presidente,16,PSTU,16,280001607831,27173,nao eleito,5
2022,1,eleicao ordinaria,SP,3512902,63592,presidente,16,PSTU,16,280001607831,27173,nao eleito,2
2022,1,eleicao ordinaria,SP,3513009,63614,presidente,16,PSTU,16,280001607831,27173,nao eleito,44
2022,1,eleicao ordinaria,SP,3513108,63630,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3513207,63657,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
2022,1,eleicao ordinaria,SP,3513306,63673,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3513405,63690,presidente,16,PSTU,16,280001607831,27173,nao eleito,6
2022,1,eleicao ordinaria,SP,3513504,63711,presidente,16,PSTU,16,280001607831,27173,nao eleito,23
2022,1,eleicao ordinaria,SP,3513603,63738,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
2022,1,eleicao ordinaria,SP,3513702,63754,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
2022,1,eleicao ordinaria,SP,3513801,63770,presidente,16,PSTU,16,280001607831,27173,nao eleito,61
2022,1,eleicao ordinaria,SP,3513850,61123,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3513900,63797,presidente,16,PSTU,16,280001607831,27173,nao eleito,2
2022,1,eleicao ordinaria,SP,3514007,63819,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
2022,1,eleicao ordinaria,SP,3514106,63835,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3514205,63851,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3514304,63878,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3514403,63894,presidente,16,PSTU,16,280001607831,27173,nao eleito,4
2022,1,eleicao ordinaria,SP,3514502,63916,presidente,16,PSTU,16,280001607831,27173,nao eleito,4
2022,1,eleicao ordinaria,SP,3514601,63932,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3514700,63959,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3514809,63975,presidente,16,PSTU,16,280001607831,27173,nao eleito,2
2022,1,eleicao ordinaria,SP,3514908,63991,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
2022,1,eleicao ordinaria,SP,3514924,61760,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
2022,1,eleicao ordinaria,SP,3514957,61182,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3515004,64017,presidente,16,PSTU,16,280001607831,27173,nao eleito,49
2022,1,eleicao ordinaria,SP,3515103,64033,presidente,16,PSTU,16,280001607831,27173,nao eleito,10
2022,1,eleicao ordinaria,SP,3515129,61387,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3515152,61689,presidente,16,PSTU,16,280001607831,27173,nao eleito,6
2022,1,eleicao ordinaria,SP,3515186,68659,presidente,16,PSTU,16,280001607831,27173,nao eleito,2
2022,1,eleicao ordinaria,SP,3515194,61140,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3515202,64050,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3515301,64076,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
2022,1,eleicao ordinaria,SP,3515350,61000,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3515400,64092,presidente,16,PSTU,16,280001607831,27173,nao eleito,3
2022,1,eleicao ordinaria,SP,3515509,64114,presidente,16,PSTU,16,280001607831,27173,nao eleito,5
2022,1,eleicao ordinaria,SP,3515608,64130,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
2022,1,eleicao ordinaria,SP,3515657,62286,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3515707,64157,presidente,16,PSTU,16,280001607831,27173,nao eleito,14
2022,1,eleicao ordinaria,SP,3515806,64173,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3515905,64190,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3516002,64211,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
2022,1,eleicao ordinaria,SP,3516101,64238,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3516200,64254,presidente,16,PSTU,16,280001607831,27173,nao eleito,28
2022,1,eleicao ordinaria,SP,3516309,64270,presidente,16,PSTU,16,280001607831,27173,nao eleito,25
2022,1,eleicao ordinaria,SP,3516408,64297,presidente,16,PSTU,16,280001607831,27173,nao eleito,23
2022,1,eleicao ordinaria,SP,3516507,64319,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3516606,64335,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
2022,1,eleicao ordinaria,SP,3516705,64351,presidente,16,PSTU,16,280001607831,27173,nao eleito,2
2022,1,eleicao ordinaria,SP,3516804,64378,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
2022,1,eleicao ordinaria,SP,3516853,62308,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3516903,64394,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
2022,1,eleicao ordinaria,SP,3517000,64416,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3517109,64432,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3517208,64459,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3517307,64475,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3517406,64491,presidente,16,PSTU,16,280001607831,27173,nao eleito,3
2022,1,eleicao ordinaria,SP,3517505,64513,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3517604,64530,presidente,16,PSTU,16,280001607831,27173,nao eleito,2
2022,1,eleicao ordinaria,SP,3517703,64556,presidente,16,PSTU,16,280001607831,27173,nao eleito,2
2022,1,eleicao ordinaria,SP,3517802,64572,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3517901,64599,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3518008,64610,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3518107,64637,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
